reference_no,account_number,country,currency,customer_name,balance,transfer_type,date,month,weekday,time,time_range,amount
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,3353.41,POS,9/8/2021,September,Wed,10:39:37,Morning,18.53
CUS-2505971401,ACC-2528867619,Malaysia,MYR,Abigail,10036.98,SALES-POS,9/8/2021,September,Wed,11:38:48,Morning,40
CUS-4123612273,ACC-2776252858,Malaysia,MYR,Kristin,3635.73,POS,9/8/2021,September,Wed,4:15:45,Morning,13.2
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,3457.36,POS,9/8/2021,September,Wed,5:21:39,Morning,32.44
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,7101.72,PAYMENT,9/8/2021,September,Wed,9:19:44,Morning,134
CUS-2206365095,ACC-1652235822,Malaysia,MYR,Renee,20829.14,POS,9/8/2021,September,Wed,6:29:27,Morning,17.6
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,4277.82,SALES-POS,9/8/2021,September,Wed,4:05:01,Morning,25.26
CUS-4123612273,ACC-2776252858,Malaysia,MYR,Kristin,3609.83,SALES-POS,9/8/2021,September,Wed,2:06:00,Morning,25.9
CUS-3702001629,ACC-154431271,Malaysia,MYR,Lori,3078.55,SALES-POS,9/8/2021,September,Wed,5:07:35,Morning,44.64
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,264087.73,SALES-POS,9/8/2021,September,Wed,1:02:38,Morning,16.09
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,3139.02,POS,9/8/2021,September,Wed,12:56:08,Afternoon,43.83
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,10612.16,POS,9/8/2021,September,Wed,22:43:00,Night,173.24
CUS-2283904812,ACC-2107684084,Malaysia,MYR,Richard,5812.57,SALES-POS,9/8/2021,September,Wed,11:01:19,Morning,28.1
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,4692.91,PAYMENT,9/8/2021,September,Wed,7:52:35,Morning,45
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,3335.93,POS,9/8/2021,September,Wed,20:51:41,Night,17.48
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,3423.31,SALES-POS,9/8/2021,September,Wed,5:39:23,Morning,34.05
CUS-1220154422,ACC-3741880913,Malaysia,MYR,Ashley,7231.8,POS,9/8/2021,September,Wed,23:51:08,Night,145.02
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,10057.89,POS,9/8/2021,September,Wed,10:27:56,Morning,43.4
CUS-1388323263,ACC-2920611728,Malaysia,MYR,Tyler,5382.32,POS,9/8/2021,September,Wed,22:41:33,Night,46.96
CUS-2083971310,ACC-2681137560,Malaysia,MYR,Nathaniel,4686.44,POS,9/8/2021,September,Wed,20:38:05,Night,10.36
CUS-2083971310,ACC-2681137560,Malaysia,MYR,Nathaniel,4669.44,PAYMENT,9/8/2021,September,Wed,16:19:42,Evening,17
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,10478.9,POS,9/8/2021,September,Wed,8:33:14,Morning,14.6
CUS-2155701614,ACC-2231965366,Malaysia,MYR,Linda,12085.41,POS,9/8/2021,September,Wed,16:22:04,Evening,37.74
CUS-1617121891,ACC-2901672282,Malaysia,MYR,Daniel,4495.29,SALES-POS,9/8/2021,September,Wed,11:25:13,Morning,40.74
CUS-2206365095,ACC-1652235822,Malaysia,MYR,Renee,20769.16,POS,9/8/2021,September,Wed,14:14:17,Afternoon,59.98
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,2213.74,POS,9/8/2021,September,Wed,14:48:50,Afternoon,190.04
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,4275.47,POS,9/8/2021,September,Wed,2:58:48,Morning,2.35
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,264044.19,POS,9/8/2021,September,Wed,3:22:04,Morning,43.54
CUS-1617121891,ACC-2901672282,Malaysia,MYR,Daniel,4389.29,PAYMENT,9/8/2021,September,Wed,14:53:38,Afternoon,106
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2745.9,PAYMENT,9/8/2021,September,Wed,7:13:14,Morning,75
CUS-3395687666,ACC-1998563091,Malaysia,MYR,David,16037.36,PAYMENT,9/8/2021,September,Wed,10:34:38,Morning,45
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,3312.97,POS,9/8/2021,September,Wed,7:27:54,Morning,22.96
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,21101.11,POS,9/8/2021,September,Wed,8:09:35,Morning,24.64
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,4559.53,SALES-POS,9/8/2021,September,Wed,11:08:20,Morning,133.38
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,10568.16,INTER BANK,9/8/2021,September,Wed,5:10:17,Morning,44
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1888.92,POS,9/8/2021,September,Wed,1:19:08,Morning,10.7
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,28.09,SALES-POS,9/8/2021,September,Wed,14:53:07,Afternoon,4.75
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1877.17,POS,9/8/2021,September,Wed,12:32:37,Afternoon,11.75
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,10433.9,INTER BANK,9/8/2021,September,Wed,0:12:30,Morning,45
CUS-809013380,ACC-1990648130,Malaysia,MYR,Kaitlyn,3302.2,SALES-POS,9/8/2021,September,Wed,18:21:50,Evening,10.77
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,20336.12,SALES-POS,9/8/2021,September,Wed,5:20:49,Morning,25.99
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,3114,POS,9/8/2021,September,Wed,10:21:00,Morning,25.02
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,263985.18,SALES-POS,9/8/2021,September,Wed,14:58:28,Afternoon,59.01
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,4550.18,POS,9/8/2021,September,Wed,18:55:31,Evening,185.65
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,3392.22,SALES-POS,9/8/2021,September,Wed,18:03:41,Evening,31.09
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,4258.39,SALES-POS,9/8/2021,September,Wed,15:38:34,Afternoon,17.08
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,21067.7,SALES-POS,9/8/2021,September,Wed,11:20:06,Morning,33.41
CUS-1478398256,ACC-1890605467,Malaysia,MYR,Alexander,13402.17,SALES-POS,9/8/2021,September,Wed,1:13:23,Morning,30.17
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,2177.76,SALES-POS,9/8/2021,September,Wed,7:42:44,Morning,35.98
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,7151.47,SALES-POS,9/8/2021,September,Wed,8:22:45,Morning,23.95
CUS-527400765,ACC-3879258709,Malaysia,MYR,Natasha,196364.96,SALES-POS,9/8/2021,September,Wed,20:50:21,Night,64.04
CUS-1388323263,ACC-2920611728,Malaysia,MYR,Tyler,5365.32,PAYMENT,9/8/2021,September,Wed,16:54:08,Evening,17
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,10412.9,PHONE BANK,9/8/2021,September,Wed,3:59:17,Morning,21
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,19.23,POS,9/8/2021,September,Wed,17:57:12,Evening,8.86
CUS-2110742437,ACC-2270192619,Malaysia,MYR,Darren,11949.15,SALES-POS,9/8/2021,September,Wed,23:42:55,Night,14.8
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,7143.66,POS,9/8/2021,September,Wed,8:04:36,Morning,7.81
CUS-2977593493,ACC-2674800293,Malaysia,MYR,Elizabeth,27354.13,POS,9/8/2021,September,Wed,14:20:45,Afternoon,660.99
CUS-2663907001,ACC-3827517394,Malaysia,MYR,Craig,35704.93,PAYMENT,9/8/2021,September,Wed,8:00:11,Morning,158
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,10878.92,PAYMENT,9/8/2021,September,Wed,21:41:08,Night,49
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,10043.37,SALES-POS,9/8/2021,September,Wed,4:52:37,Morning,14.52
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,3104.09,POS,9/8/2021,September,Wed,8:03:38,Morning,9.91
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,6953.38,SALES-POS,9/8/2021,September,Wed,19:04:30,Evening,190.28
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,3080.18,POS,9/8/2021,September,Wed,16:22:10,Evening,23.91
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,59986.46,SALES-POS,9/8/2021,September,Wed,17:27:09,Evening,38.69
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,7084.72,PAYMENT,9/8/2021,September,Wed,4:50:41,Morning,17
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,4538.04,POS,9/8/2021,September,Wed,22:57:26,Night,21.49
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,6153.52,SALES-POS,9/8/2021,September,Wed,22:16:03,Night,412.71
CUS-3325710106,ACC-3771436525,Malaysia,MYR,Derek,3205.78,POS,9/8/2021,September,Wed,3:04:45,Morning,11.04
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3529.55,POS,9/8/2021,September,Wed,13:04:50,Afternoon,121.58
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,5102.1,SALES-POS,9/8/2021,September,Wed,17:18:16,Evening,8.79
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,4242.44,SALES-POS,9/8/2021,September,Wed,10:11:58,Morning,15.95
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,3041.09,SALES-POS,9/8/2021,September,Wed,6:52:19,Morning,39.09
CUS-326006476,ACC-3326339947,Malaysia,MYR,Eric,6856.55,PAYMENT,9/8/2021,September,Wed,17:07:08,Evening,73
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2717.9,INTER BANK,9/8/2021,September,Wed,19:58:13,Evening,28
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,59932.72,SALES-POS,9/8/2021,September,Wed,11:34:50,Morning,53.74
CUS-1117979751,ACC-4065652575,Malaysia,MYR,Lucas,8396.91,POS,9/8/2021,September,Wed,22:26:59,Night,64
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,3242.14,SALES-POS,9/8/2021,September,Wed,18:41:53,Evening,150.08
CUS-3325710106,ACC-3771436525,Malaysia,MYR,Derek,3189.8,POS,9/8/2021,September,Wed,18:12:53,Evening,15.98
CUS-1499065773,ACC-1344825761,Malaysia,MYR,Sarah,19767.29,SALES-POS,9/8/2021,September,Wed,0:32:05,Morning,214.51
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,59913.33,POS,9/8/2021,September,Wed,11:21:11,Morning,19.39
CUS-3174332735,ACC-2259139624,Malaysia,MYR,Cindy,10585.9,SALES-POS,9/8/2021,September,Wed,23:50:24,Night,37.92
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,10465.89,POS,9/8/2021,September,Wed,5:58:44,Morning,102.27
CUS-3325710106,ACC-3771436525,Malaysia,MYR,Derek,3177.83,SALES-POS,9/8/2021,September,Wed,10:01:30,Morning,11.97
CUS-1499065773,ACC-1344825761,Malaysia,MYR,Sarah,19739.29,PAYMENT,9/8/2021,September,Wed,3:15:25,Morning,28
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,6144.7,POS,9/8/2021,September,Wed,15:21:24,Afternoon,8.82
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,21049.11,POS,9/8/2021,September,Wed,9:56:28,Morning,18.59
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,4536.42,SALES-POS,9/8/2021,September,Wed,13:41:40,Afternoon,13.76
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,3228.23,SALES-POS,9/8/2021,September,Wed,9:35:19,Morning,13.91
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1857.42,POS,9/8/2021,September,Wed,14:35:25,Afternoon,19.75
CUS-3249305314,ACC-38923874,Malaysia,MYR,Ryan,37852.16,POS,9/8/2021,September,Wed,13:57:48,Afternoon,27.38
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3481.44,SALES-POS,9/8/2021,September,Wed,10:23:52,Morning,48.11
CUS-1842679196,ACC-2305712452,Malaysia,MYR,Debra,2995.91,POS,9/8/2021,September,Wed,15:27:51,Afternoon,33.21
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3474.74,SALES-POS,9/8/2021,September,Wed,15:22:16,Afternoon,6.7
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,20317.31,SALES-POS,9/8/2021,September,Wed,4:41:51,Morning,18.81
CUS-134833760,ACC-1199531521,Malaysia,MYR,Billy,9912.58,SALES-POS,9/8/2021,September,Wed,9:10:41,Morning,31.82
CUS-2083971310,ACC-2681137560,Malaysia,MYR,Nathaniel,4653.6,POS,9/8/2021,September,Wed,1:45:18,Morning,15.84
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,6114.7,PAYMENT,9/8/2021,September,Wed,10:46:36,Morning,30
CUS-3255104878,ACC-2615038700,Malaysia,MYR,Emily,29801.17,PAYMENT,9/8/2021,September,Wed,8:14:39,Morning,1270
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,2149.08,SALES-POS,9/8/2021,September,Wed,11:17:53,Morning,28.68
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,2143.26,SALES-POS,9/8/2021,September,Wed,16:49:21,Evening,5.82
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3458.4,SALES-POS,9/8/2021,September,Wed,11:31:57,Morning,16.34
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3449.19,SALES-POS,9/8/2021,September,Wed,19:01:31,Evening,9.21
CUS-1117979751,ACC-4065652575,Malaysia,MYR,Lucas,8378.51,SALES-POS,9/8/2021,September,Wed,6:04:57,Morning,18.4
CUS-2370108457,ACC-2014856841,Malaysia,MYR,Patrick,263942.18,PAYMENT,9/8/2021,September,Wed,13:43:43,Afternoon,43
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,4512.42,PAYMENT,9/8/2021,September,Wed,17:26:56,Evening,24
CUS-511326734,ACC-2897221629,Malaysia,MYR,Scott,3618.27,POS,9/8/2021,September,Wed,19:40:22,Evening,15.51
CUS-2819545904,ACC-2650850707,Malaysia,MYR,Brian,109986.7,SALES-POS,9/8/2021,September,Wed,13:46:21,Afternoon,30.92
CUS-2206365095,ACC-1652235822,Malaysia,MYR,Renee,20739.84,POS,9/8/2021,September,Wed,7:02:41,Morning,29.32
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,2590.94,POS,9/8/2021,September,Wed,14:36:03,Afternoon,74.06
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1842.73,POS,9/9/2021,September,Thu,11:36:53,Morning,14.69
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3441.85,SALES-POS,9/9/2021,September,Thu,22:06:29,Night,7.34
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3423.96,POS,9/9/2021,September,Thu,4:56:58,Morning,17.89
CUS-2283904812,ACC-2107684084,Malaysia,MYR,Richard,5787.57,PAYMENT,9/9/2021,September,Thu,2:56:51,Morning,25
CUS-3395687666,ACC-1998563091,Malaysia,MYR,David,15878.36,INTER BANK,9/9/2021,September,Thu,6:55:18,Morning,159
CUS-3904958894,ACC-1243371644,Malaysia,MYR,Gregory,4378.65,PAYMENT,9/9/2021,September,Thu,13:23:18,Afternoon,91
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1836.28,POS,9/9/2021,September,Thu,2:11:23,Morning,6.45
CUS-2059096722,ACC-964839203,Malaysia,MYR,Michael,33667.03,INTER BANK,9/9/2021,September,Thu,22:11:07,Night,1956
CUS-2505971401,ACC-2528867619,Malaysia,MYR,Abigail,9960.98,INTER BANK,9/9/2021,September,Thu,20:15:13,Night,76
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,45480.09,INTER BANK,9/9/2021,September,Thu,16:32:56,Evening,36
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2679.9,PAYMENT,9/9/2021,September,Thu,8:31:54,Morning,38
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,4854.59,SALES-POS,9/9/2021,September,Thu,17:06:21,Evening,5.86
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,10437.99,SALES-POS,9/9/2021,September,Thu,20:50:08,Night,27.9
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,20286.31,PAYMENT,9/9/2021,September,Thu,5:46:31,Morning,31
CUS-1654129794,ACC-559365433,Malaysia,MYR,Mary,2113.26,PAYMENT,9/9/2021,September,Thu,18:33:17,Evening,30
CUS-1892177589,ACC-1279356312,Malaysia,MYR,Tyler,6354.7,PAYMENT,9/9/2021,September,Thu,7:53:33,Morning,1312
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,5090.76,POS,9/9/2021,September,Thu,11:27:12,Morning,11.34
CUS-1816693151,ACC-1523339231,Malaysia,MYR,Tim,61723.22,INTER BANK,9/9/2021,September,Thu,17:51:45,Evening,39
CUS-3325710106,ACC-3771436525,Malaysia,MYR,Derek,3128.83,PAYMENT,9/9/2021,September,Thu,0:22:02,Morning,49
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,10021.43,SALES-POS,9/9/2021,September,Thu,23:23:41,Night,21.94
CUS-2283904812,ACC-2107684084,Malaysia,MYR,Richard,5754.57,INTER BANK,9/9/2021,September,Thu,22:55:40,Night,33
CUS-2206365095,ACC-1652235822,Malaysia,MYR,Renee,20730.69,SALES-POS,9/9/2021,September,Thu,10:19:55,Morning,9.15
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3377.69,POS,9/9/2021,September,Thu,19:15:12,Evening,46.27
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,3017,SALES-POS,9/9/2021,September,Thu,8:56:54,Morning,24.09
CUS-331942311,ACC-2265520058,Malaysia,MYR,Catherine,1950.02,PAYMENT,9/9/2021,September,Thu,5:33:38,Morning,90
CUS-2505971401,ACC-2528867619,Malaysia,MYR,Abigail,9936.04,POS,9/9/2021,September,Thu,14:49:04,Afternoon,24.94
CUS-3325710106,ACC-3771436525,Malaysia,MYR,Derek,3079.99,SALES-POS,9/9/2021,September,Thu,15:56:51,Afternoon,48.84
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,2556.71,SALES-POS,9/9/2021,September,Thu,0:26:17,Morning,34.23
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,2966.84,SALES-POS,9/9/2021,September,Thu,2:35:28,Morning,50.16
CUS-1614226872,ACC-1037050564,Malaysia,MYR,Rhonda,2832.09,SALES-POS,9/9/2021,September,Thu,2:55:54,Morning,134.75
CUS-511326734,ACC-2897221629,Malaysia,MYR,Scott,3602.3,POS,9/9/2021,September,Thu,22:41:12,Night,15.97
CUS-1896554896,ACC-90814749,Malaysia,MYR,Christopher,10394.19,SALES-POS,9/9/2021,September,Thu,20:45:41,Night,43.8
CUS-586638664,ACC-574997646,Malaysia,MYR,Mackenzie,4494.05,POS,9/9/2021,September,Thu,21:32:54,Night,43.99
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,6038.87,SALES-POS,9/9/2021,September,Thu,2:33:37,Morning,75.83
CUS-2505971401,ACC-2528867619,Malaysia,MYR,Abigail,9925.9,POS,9/9/2021,September,Thu,21:22:37,Night,10.14
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3359.25,POS,9/9/2021,September,Thu,13:03:12,Afternoon,18.44
CUS-2059096722,ACC-964839203,Malaysia,MYR,Michael,33625.03,PAYMENT,9/9/2021,September,Thu,10:40:11,Morning,42
CUS-3117610635,ACC-1334819143,Malaysia,MYR,Christopher,59801.33,PAYMENT,9/9/2021,September,Thu,17:38:06,Evening,112
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,4223.91,POS,9/9/2021,September,Thu,1:54:26,Morning,18.53
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,20255.08,SALES-POS,9/9/2021,September,Thu,20:19:11,Night,31.23
CUS-2142601169,ACC-1222300524,Malaysia,MYR,Michael,4.2,POS,9/9/2021,September,Thu,15:13:04,Afternoon,15.03
CUS-2206365095,ACC-1652235822,Malaysia,MYR,Renee,20721.59,POS,9/9/2021,September,Thu,3:59:09,Morning,9.1
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1739.04,SALES-POS,9/9/2021,September,Thu,15:30:48,Afternoon,97.24
CUS-2695611575,ACC-2890243754,Malaysia,MYR,Joseph,3282.29,SALES-POS,9/9/2021,September,Thu,17:05:24,Evening,76.96
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1720.64,POS,9/9/2021,September,Thu,6:52:41,Morning,18.4
CUS-2663907001,ACC-3827517394,Malaysia,MYR,Craig,35676.93,PAYMENT,9/9/2021,September,Thu,1:21:46,Morning,28
CUS-3142625864,ACC-1496451953,Malaysia,MYR,Ricky,10452.09,INTER BANK,9/9/2021,September,Thu,13:54:46,Afternoon,31
CUS-3255104878,ACC-2615038700,Malaysia,MYR,Emily,29763.17,INTER BANK,9/9/2021,September,Thu,22:55:56,Night,38
CUS-4023861240,ACC-854938045,Malaysia,MYR,James,10844.92,PAYMENT,9/9/2021,September,Thu,7:57:14,Morning,34
CUS-3129499595,ACC-1443681913,Malaysia,MYR,Ryan,3197.8,SALES-POS,9/9/2021,September,Thu,17:35:32,Evening,30.43
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2670.15,POS,9/9/2021,September,Thu,9:45:20,Morning,9.75
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1713.95,SALES-POS,9/9/2021,September,Thu,9:00:25,Morning,6.69
CUS-3716701010,ACC-3954677887,Malaysia,MYR,Ruth,4492.52,POS,9/9/2021,September,Thu,20:30:51,Night,19.9
CUS-1499065773,ACC-1344825761,Malaysia,MYR,Sarah,19719.1,POS,9/9/2021,September,Thu,19:05:13,Evening,20.19
CUS-2663907001,ACC-3827517394,Malaysia,MYR,Craig,35528.93,PAYMENT,9/9/2021,September,Thu,10:21:11,Morning,148
CUS-2738291516,ACC-3317636250,Malaysia,MYR,Kenneth,12635.9,INTER BANK,9/9/2021,September,Thu,10:21:18,Morning,73
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,6916.38,PAYMENT,9/9/2021,September,Thu,7:35:52,Morning,37
CUS-3026014945,ACC-182446574,Malaysia,MYR,Tonya,5077.02,POS,9/9/2021,September,Thu,22:29:49,Night,13.74
CUS-527400765,ACC-3879258709,Malaysia,MYR,Natasha,196339.47,POS,9/9/2021,September,Thu,20:52:15,Night,25.49
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,7069.12,SALES-POS,9/9/2021,September,Thu,15:57:34,Afternoon,15.6
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2657.74,POS,9/9/2021,September,Thu,3:30:18,Morning,12.41
CUS-443776336,ACC-2249586092,Malaysia,MYR,Edward,6909.14,POS,9/9/2021,September,Thu,15:53:42,Afternoon,7.24
CUS-1388323263,ACC-2920611728,Malaysia,MYR,Tyler,5352.61,SALES-POS,9/9/2021,September,Thu,2:07:15,Morning,12.71
CUS-2977593493,ACC-2674800293,Malaysia,MYR,Elizabeth,27183.13,PAYMENT,9/9/2021,September,Thu,21:04:10,Night,171
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,10372.9,INTER BANK,9/9/2021,September,Thu,12:36:17,Afternoon,40
CUS-1478398256,ACC-1890605467,Malaysia,MYR,Alexander,13360.36,SALES-POS,9/9/2021,September,Thu,11:42:52,Morning,41.81
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2642.45,POS,9/9/2021,September,Thu,17:31:58,Evening,15.29
CUS-1669695324,ACC-3481401842,Malaysia,MYR,Tiffany,4208.98,POS,9/9/2021,September,Thu,17:31:35,Evening,14.93
CUS-3462882033,ACC-1056639002,Malaysia,MYR,Michael,45452.03,SALES-POS,9/9/2021,September,Thu,12:49:56,Afternoon,28.06
CUS-3325710106,ACC-3771436525,Malaysia,MYR,Derek,3065.16,SALES-POS,9/9/2021,September,Thu,18:09:28,Evening,14.83
CUS-3255104878,ACC-2615038700,Malaysia,MYR,Emily,29662.17,PAYMENT,9/9/2021,September,Thu,10:31:45,Morning,101
CUS-511326734,ACC-2897221629,Malaysia,MYR,Scott,3582.31,SALES-POS,9/9/2021,September,Thu,20:35:10,Night,19.99
CUS-4142663097,ACC-958000567,Malaysia,MYR,Sandra,7057.26,POS,9/9/2021,September,Thu,11:27:57,Morning,11.86
CUS-1928710999,ACC-3084464802,Malaysia,MYR,Susan,6916.83,POS,9/9/2021,September,Thu,7:23:44,Morning,21.08
CUS-1196156254,ACC-3485804958,Malaysia,MYR,Jessica,20246,SALES-POS,9/9/2021,September,Thu,4:48:55,Morning,9.08
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1621.95,INTER BANK,9/9/2021,September,Thu,12:14:23,Afternoon,92
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2625.82,POS,9/9/2021,September,Thu,23:00:30,Night,16.63
CUS-1790886359,ACC-1349834573,Malaysia,MYR,Matthew,9998.28,POS,9/9/2021,September,Thu,0:32:15,Morning,23.15
CUS-497688347,ACC-211792489,Malaysia,MYR,Jacqueline,6293.13,SALES-POS,9/9/2021,September,Thu,23:38:49,Night,45.41
CUS-497688347,ACC-211792489,Malaysia,MYR,Jacqueline,6271.13,PAYMENT,9/9/2021,September,Thu,7:47:22,Morning,22
CUS-3378712515,ACC-4258502723,Malaysia,MYR,Kimberly,2597.02,POS,9/9/2021,September,Thu,9:00:20,Morning,28.8
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,2521.39,SALES-POS,9/9/2021,September,Thu,21:12:03,Night,35.32
CUS-51506836,ACC-2673069055,Malaysia,MYR,Richard,21032.61,POS,9/9/2021,September,Thu,0:34:04,Morning,16.5
CUS-2083971310,ACC-2681137560,Malaysia,MYR,Nathaniel,4608.6,PAYMENT,9/9/2021,September,Thu,4:34:06,Morning,45
CUS-2688605418,ACC-1608363396,Malaysia,MYR,Robert,5952.4,SALES-POS,9/9/2021,September,Thu,8:44:03,Morning,73.88
CUS-2487424745,ACC-1598451071,Malaysia,MYR,Diana,1604.28,POS,9/9/2021,September,Thu,12:18:43,Afternoon,17.67
CUS-164374203,ACC-1799207998,Malaysia,MYR,Susan,5923.87,INTER BANK,9/9/2021,September,Thu,12:38:46,Afternoon,115
CUS-2500783281,ACC-1650504218,Malaysia,MYR,Marissa,8624.48,PAYMENT,9/9/2021,September,Thu,7:28:59,Morning,18
CUS-3336454548,ACC-37709441,Malaysia,MYR,Charles,10345.9,INTER BANK,9/9/2021,September,Thu,6:32:53,Morning,27
CUS-3180318393,ACC-2173390920,Malaysia,MYR,Luis,4836.27,POS,9/9/2021,September,Thu,7:55:42,Morning,18.32
CUS-1433879684,ACC-3541460373,Malaysia,MYR,Jeffrey,2508.3,SALES-POS,9/9/2021,September,Thu,21:18:43,Night,13.09
